,clinic,date,rating,title,comment,comment_wo_stopwords
429,Lane End Medical Group,2021-02-01,5.0,"Great set up
    ","the queue to get the covid vaccine was fairly long, but it moved really quickly with so many friendly staff  around to help
very impressive .",queue get covid vaccine fairly long moved really quickly many friendly staff around help impressive 
430,Lane End Medical Group,2021-01-14,4.0,"Had my first Covid 19 vaccination today at the practice
    ","had my first covid 19 vaccination today at the practice. it was well organised, efficient, and helpful to the elderly and infirm.",first covid 19 vaccination today practice well organised efficient helpful elderly infirm
431,Lane End Medical Group,2021-01-31,5.0,"Great practice
    ","i had my first covid vaccine.  busy but very organised.
i have been at this surgery since 1998, and they have always been very professional.",first covid vaccine busy organised surgery since 1998 always professional
432,Lane End Medical Group,2021-01-15,5.0,"Wonderful practice
    ",we visited this practice for a covid 19 vaccination. a large number of patients were seen very quickly and efficientally. my wife and i are both extremely grateful to all concerned,visited practice covid 19 vaccination large number patients seen quickly efficientally wife extremely grateful concerned
433,Lane End Medical Group,2021-01-23,5.0,"Fine vaccination day arrangements
    ",came to you practice for my jab at 3pm on saturday 23 january and was most impressed by the arrangements outside and inside. thanks god for the nhs and well done yous- laurie from edinburgh scotland.,came practice jab 3pm saturday 23 january impressed arrangements outside inside thanks god nhs well done yous laurie edinburgh scotland
434,Lane End Medical Group,2021-04-10,5.0,"Efficient 
    ",went for my second az vaccine and was very impressed with the efficiecy and displine and way everything was organised.,went second az vaccine impressed efficiecy displine way everything organised
435,Lane End Medical Group,2021-01-09,5.0,"Great covid vaccine system 
    ","kind and organised staff. 
safe systems and no delays. 
a very good experience 
very grateful  
thank you",kind organised staff safe systems delays good experience grateful thank
436,Lane End Medical Group,2021-01-13,5.0,"Covid-19 vaccination
    ","all the doctors, staff and volunteers at the surgery were helpful and the vaccination process went very smoothly.",doctors staff volunteers surgery helpful vaccination process went smoothly
437,Lane End Medical Group,2021-01-31,5.0,"Covid Test Centre: marvellous!
    ","efficient, charming and professional staff who dealt so well with the queuing general public 
what a fantastic service and thank you!",efficient charming professional staff dealt well queuing general public fantastic service thank you
438,Lane End Medical Group,2021-01-31,5.0,"Fantastic practice and experience
    ","everything was run extremely well like a military operation.  i cannot express how amazing the staff were.  everyone was warm, friendly and extremely professional. made my husband and i feel very secure in these precarious and unprecedented times.
well done lane end!",everything run extremely well like military operation cannot express amazing staff were everyone warm friendly extremely professional made husband feel secure precarious unprecedented times well done lane end
439,Lane End Medical Group,2021-01-14,5.0,"Frienly Practice
    ","congratulations on your vaccination program, very efficient and handled by friendly staff, thank you.
gerald and heike brinkmann",congratulations vaccination program efficient handled friendly staff thank you gerald heike brinkmann
440,Lane End Medical Group,2021-02-01,5.0,"Covid vaccination on A Sunday.
    ","there was a blitz spirit in the queue as we all socially distanced to get the jab against the coronavirus. doctors, receptionists, helpers and assistants were all there to enable the procedure to run smoothly, and it did. people of all nations were here in the queue to get their jab, there was a jovial atmosphere, we were all so happy. god bless the nhs, you made us all, (from every nation now making the uk their home),  proud to be british!",blitz spirit queue socially distanced get jab coronavirus doctors receptionists helpers assistants enable procedure run smoothly did people nations queue get jab jovial atmosphere happy god bless nhs made us all from every nation making uk home proud british
441,Lane End Medical Group,2021-01-23,4.0,"Efficient and caring
    ","i went for the covid vaccine, it was very well organised and all the staff were friendly and happy to answer questions",went covid vaccine well organised staff friendly happy answer questions
442,Lane End Medical Group,2021-01-25,5.0,"lane end medical practice
    ","i have the vaccine on saturday 23 january and wanted to say the whole experience was amazing. i was in and out within 5 minutes, it was smooth and professional and i felt extremely safe and reassured and the amount of volunteers were phenomenal. well done!! ",vaccine saturday 23 january wanted say whole experience amazing within 5 minutes smooth professional felt extremely safe reassured amount volunteers phenomenal well done
443,Lane End Medical Group,2021-01-31,5.0,"Brilliantly Organised Vaccine Programme
    ","my husband and i attended the practice this morning for our eagerly awaited covid vaccination.
the whole process was so meticulously organised by the doctors and staff, and in such a caring manner, that we simply want to express our gratitude.
thank you.",husband attended practice morning eagerly awaited covid vaccination whole process meticulously organised doctors staff caring manner simply want express gratitude thank you
444,Lane End Medical Group,2021-01-23,5.0,"Vaccination Attendance
    ","i went today for my first covid-19  vaccine and was extremely impressed at how organised it was.  lots of very friendly volunteers who kept the queue moving and made sure no-one was waiting in the cold.  the nhs staff were amazing, calm, competent and i can't thank them highly enough for their expertise and understanding.
when it's your turn, don't hesitate, you will be extremely well cared for.",went today first covid19 vaccine extremely impressed organised was lots friendly volunteers kept queue moving made sure noone waiting cold nhs staff amazing calm competent cant thank highly enough expertise understanding turn hesitate extremely well cared for
445,Lane End Medical Group,2021-01-24,3.0,"really impressed
    ","i was so pleased and impressed at the way that my covid jab was handled. such a friendly, professional and efficient way to process patients and with such warm caring attitude
thank you",pleased impressed way covid jab handled friendly professional efficient way process patients warm caring attitude thank
446,Lane End Medical Group,2021-01-14,5.0,"Exemplary 100% impressed and grateful
    ","i attended for my 1st covid jab. the friendly, efficient and professional way that it was handled was superb. clinicians were warm and informative and the many volunteers were
kind, welcoming and kept time spent to a minimum.
well done and thank you lane end ",attended 1st covid jab friendly efficient professional way handled superb clinicians warm informative many volunteers kind welcoming kept time spent minimum well done thank lane end
447,Lane End Medical Group,2021-01-31,5.0,"Superbly organised Covid-19 vaccination today. Thank you.
    ","i had my covid vaccine at this neighbouring practice today, and the volunteers and staff were superb. it was so well organised, and everyone was so polite and helpful. absolutely excellent. thank you.",covid vaccine neighbouring practice today volunteers staff superb well organised everyone polite helpful absolutely excellent thank you
448,Lane End Medical Group,2021-02-01,3.0,"COVID vaccine
    ","this is not my surgery, but my appointment for my first covid vaccine was here. there was a queue, this was reasonably organised. i received details of the i information about the vaccine, after i had the injection. i would have thought, this should be done prior to having the injection. the surgery inside was quite crowded. maybe more monitoring on the amount of people admitted for the vaccine at any one time.",surgery appointment first covid vaccine here queue reasonably organised received details information vaccine injection would thought done prior injection surgery inside quite crowded maybe monitoring amount people admitted vaccine one time
449,Lane End Medical Group,2021-01-31,5.0,"great practice
    ",fantastic experience. it was really well organised with plenty of marshalls and fast moving queues .for my vaccine jab,fantastic experience really well organised plenty marshalls fast moving queues for vaccine jab
450,Lane End Medical Group,2021-01-18,5.0,"Impressive service
    ","we were very impressed with the marshalling of the queue and the administration of the vaccine. everyone was very pleasant while monitoring distancing etc, and medical staff friendly and efficient.  very satisfied with whole experience, especially as we literally did not feel the injection and there was very little discomfort afterwards.",impressed marshalling queue administration vaccine everyone pleasant monitoring distancing etc medical staff friendly efficient satisfied whole experience especially literally feel injection little discomfort afterwards
451,Lane End Medical Group,2021-02-01,5.0,"Covid 19 Vaccination
    ","in short it was efficiently organised. everyone on hand to guide were polite, friendly and attentive. can't praise this surgery enough. well done lane end",short efficiently organised everyone hand guide polite friendly attentive cant praise surgery enough well done lane end
452,Lane End Medical Group,2021-01-24,5.0,"Coronavirus Vaccination
    ","extremely well organised, i was in and out in under ten minutes.
everyone very friendly and knowledgeable.
everyone very helpful.",extremely well organised ten minutes everyone friendly knowledgeable everyone helpful
453,Lane End Medical Group,2021-01-23,5.0,"Covid jabs
    ","went to this surgery for the covid vaccine and it was organised extremely well ,staff were friendly and efficient ,the nurse who administered the vaccine was very professional",went surgery covid vaccine organised extremely well staff friendly efficient the nurse administered vaccine professional
454,Lane End Medical Group,2021-01-23,5.0,"most efficient
    ","went for corona virus vaccine -  although there was a queue, it moved very quickly and i was seen on time.  lots of volunteer marshalls.  the whole experience inspired confidence.",went corona virus vaccine  although queue moved quickly seen time lots volunteer marshalls whole experience inspired confidence
455,Lane End Medical Group,2021-01-23,5.0,"COVID-19 Vaccination
    ","in my opinion all the staff, both volunteers and professional, were extremely efficient and very polite.",opinion staff volunteers professional extremely efficient polite
456,Lane End Medical Group,2021-01-26,5.0,"FIRST COVID -19 VACCINATION
    ","to anyone who is a bit apprehensive about accepting the invitation to have the covid vaccine, please let me put your mind at rest . i joined the queue saturday morning at 9:15 outside my surgery and by 9:30 i was on my way home. it was so organised and felt exactly the same as the flu vaccination  not at all painful and took about 5 seconds. ",anyone bit apprehensive accepting invitation covid vaccine please let put mind rest  joined queue saturday morning 915 outside surgery 930 way home organised felt exactly flu vaccination painful took 5 seconds
457,Lane End Medical Group,2021-01-23,5.0,"Service with a smile
    ","i was fortunate to have the astrazeneca vaccine today at the practice.  my experience was excellent, jab delivered on time from a very pleasant team.  thank you. ",fortunate astrazeneca vaccine today practice experience excellent jab delivered time pleasant team thank you
458,Lane End Medical Group,2021-01-23,5.0,"Friendly and efficient 
    ","my husband and i are not patients but just came for our vaccinations for coronavirus.
every one was so kind, helpful, friendly and efficient.
thank you",husband patients came vaccinations coronavirus every one kind helpful friendly efficient thank
459,Lane End Medical Group,2021-02-06,5.0,"Fantastic practice
    ","outstanding from beginning to end.
patient, kind and so well organised .the number of people they have went very smoothly. the volunteers where very efficient . 100 per cent . ",outstanding beginning end patient kind well organised the number people went smoothly volunteers efficient  100 per cent 
460,Lane End Medical Group,2021-01-31,5.0,"EXCELLENT ORGANISATION FOR VACCINATION
    ","my wife and i attended lane end as the hub for our vaccination (oxford zeneca). we belong to penshurst gardens surgery and are not at lane end. from the moment we arrived the efficiency was outstanding. from the 'helpers' organising the queue and noting our names to the doctor checking our health record through to the ladies giving the vaccination, who were both medically trained as they had noted my inr and checked that there was no bleeding from the vaccination site. 10/10 all round.",wife attended lane end hub vaccination oxford zeneca belong penshurst gardens surgery lane end moment arrived efficiency outstanding helpers organising queue noting names doctor checking health record ladies giving vaccination medically trained noted inr checked bleeding vaccination site 1010 round
461,Lane End Medical Group,2021-01-31,4.0,"Covid Vaccination
    ",extremely professional and efficient service by friendly and knowledgable team. streamlined and quick.,extremely professional efficient service friendly knowledgable team streamlined quick
462,Lane End Medical Group,2021-01-31,5.0,"Covid Vaccination
    ",today 31 january 21 i had my first covid vaccination i found it to be very well run the marshalls were friendly and helpful.  the lady who did the vaccination was excellent and i think the practice did an excellent job.  a big thank you to all concerned in making this experience as pleasant as possible.,today 31 january 21 first covid vaccination found well run marshalls friendly helpful lady vaccination excellent think practice excellent job big thank concerned making experience pleasant possible
463,Lane End Medical Group,2021-01-24,4.0,"well organised vaccination centre
    ","well organised, friendly & helpful volunteers.  my surgery - millway in mill hill - had not informed me of my earlier scheduled appointment, but they fitted me in with my husband. efficient through-put of people.  everyone polite & friendly.  well done & thank you",well organised friendly  helpful volunteers surgery  millway mill hill  informed earlier scheduled appointment fitted husband efficient throughput people everyone polite  friendly well done  thank
464,Lane End Medical Group,2021-01-31,5.0,"wonderful experience
    ",it was quick and well organised.  thank you to all staff and volunteers for the covid inoculation program.,quick well organised thank staff volunteers covid inoculation program
465,Lane End Medical Group,2021-01-31,5.0,"Excellent Organisation
    ",in this pandemic ...brilliantly organised vaccaine experience..well staffed...very efficient and socially distanced,pandemic brilliantly organised vaccaine experiencewell staffedvery efficient socially distanced
466,Lane End Medical Group,2021-01-13,3.0,"Corona Virus Vaccination Appointment 
    ","excellent experience overall. well organised, with plenty of volunteers as well as practice gp’s, all very helpful",excellent experience overall well organised plenty volunteers well practice gp’s helpful
467,Lane End Medical Group,2021-01-31,5.0,"amazing doctors and practice
    ",corona virus vaccination 23rd january start to finish 8 minutes felt extremely well treated in difficult circumstances thank you to all the unpaid volunteers as well as the professional staff,corona virus vaccination 23rd january start finish 8 minutes felt extremely well treated difficult circumstances thank unpaid volunteers well professional staff
468,Lane End Medical Group,2021-01-31,4.0,"Covid 19 Vaccination 31st Jan21
    ","it was well organised and a painless experience.  
given all the pressures on the staff the queue was managed efficiently.
there were three stages of this process, the preliminary questioning, having the jab and then 15 minutes waiting.
it was handled professionally all the way through.
well done to the staff on duty and thank you nhs",well organised painless experience given pressures staff queue managed efficiently three stages process preliminary questioning jab 15 minutes waiting handled professionally way through well done staff duty thank nhs
469,Lane End Medical Group,2021-01-23,5.0,"Covid Injections
    ",well done and a big thank you to lane end.  went for my vaccine today.  what a professional way it was all handled and how caring everyone was.  you are all working so hard but you made the experience seamless.  thank you again,well done big thank lane end went vaccine today professional way handled caring everyone was working hard made experience seamless thank
470,Lane End Medical Group,2021-01-25,5.0,"Very efficient service
    ","i was referred to this surgery from my gp practice  for the covid 19 jab. the hardest part was trying to get through to the surgery to make the appointment. on 3 occasions after having to wait while i was 30th in the queue, i was told to call back in an hour, which i did twice.eventually i got through to a very pleasant receptionist who made me an appointment for the same afternoon.

the experience on arrival was very quick and efficient and all the staff were very pleasant and i was i. thank youn and out n 7/8 mins",referred surgery gp practice covid 19 jab hardest part trying get surgery make appointment 3 occasions wait 30th queue told call back hour twiceeventually got pleasant receptionist made appointment afternoon experience arrival quick efficient staff pleasant i thank youn n 78 mins
471,Lane End Medical Group,2021-01-20,5.0,"coronavirus vaccine 
    ",i cannot praise them enough. the staff led us through the process swiftly and efficiently and with great care.  ,cannot praise enough staff led us process swiftly efficiently great care
472,Lane End Medical Group,2021-01-14,5.0,"Great service
    ",covid vaccination - extremely efficiently organised and very pleasant experience.  it very very well staffed and very little waiting,covid vaccination  extremely efficiently organised pleasant experience well staffed little waiting
473,Lane End Medical Group,2021-01-10,5.0,"Wonderful practice
    ","we have just had our covid vaccinations and i can't speak highly enough of the treatment we received.having belonged to this practice for nearly 80 years,i have always found it to be helpful,friendly and medically sound and as much as i don't like having to make an appointment,i've always been treated so well,by all the staff and doctors.even while the world is really suffering with the pandemic,they've always been able to fulfil my needs, whether it's either a phone appointment or query,so i'm so grateful to belong to lane end surgery",covid vaccinations cant speak highly enough treatment receivedhaving belonged practice nearly 80 yearsi always found helpfulfriendly medically sound much like make appointmentive always treated wellby staff doctorseven world really suffering pandemictheyve always able fulfil needs whether either phone appointment queryso im grateful belong lane end surgery
474,Lane End Medical Group,2021-01-23,4.0,"Well organised
    ","i received my covid vaccine here, the practise was well organised and very professional. staff were all very helpful, and the entire procedure was very efficient. ",received covid vaccine here practise well organised professional staff helpful entire procedure efficient
475,Lane End Medical Group,2021-01-31,5.0,"Covid 19 Vaccination  - Superb Organisation
    ",i have just come back from having had my first vaccination and have to just say a big thank thank you to the staff and volunteers at the practice. i  thought when i saw the queue i would be waiting ages but due to the well organised volunteers i don't think i was there more than 5 minutes until i actually had the vaccination. i would recommend this surgery to anyone who can get the vaccination there. ,come back first vaccination say big thank thank staff volunteers practice thought saw queue would waiting ages due well organised volunteers think 5 minutes actually vaccination would recommend surgery anyone get vaccination there
476,Lane End Medical Group,2021-01-14,4.0,"good organisation
    ","attended for covid vaccination. 
well done to all staff & volunteers for making it a pleasant experience",attended covid vaccination well done staff  volunteers making pleasant experience
477,Lane End Medical Group,2021-01-23,5.0,"Excellently performed
    ",went for a covid jab today and was in and out again in about 3mins. brilliant team making it run so smoothly.,went covid jab today 3mins brilliant team making run smoothly
478,Lane End Medical Group,2021-02-01,5.0,"COVID Vaccinations
    ","extremely efficient production line for covid vaccination. very well organised, clear instructions as to how to proceed and very friendly staff and medical practioners.",extremely efficient production line covid vaccination well organised clear instructions proceed friendly staff medical practioners
479,Lane End Medical Group,2021-01-31,5.0,"Exemplary Practice
    ","i received my first covid 19 vaccination today and have to applaud not only the medical & administrative staff but also the unpaid volunteers . the way in which the entire procedure was completed was exemplary with social distancing , explanations and kindness at every point .  this huge undertaking was completed in exactly  the same way lane end approach all interactions , professionally, efficiently and sympathetically.",received first covid 19 vaccination today applaud medical  administrative staff also unpaid volunteers  way entire procedure completed exemplary social distancing  explanations kindness every point  huge undertaking completed exactly way lane end approach interactions  professionally efficiently sympathetically
480,Lane End Medical Group,2021-01-13,5.0,"Pleasant staff
    ",went for covid vaccination.  everything very well organised with a minimum of fuss.  everybody very polite while obviously working under great pressure.,went covid vaccination everything well organised minimum fuss everybody polite obviously working great pressure
481,Lane End Medical Group,2021-01-23,5.0,"Excellent Practice 
    ",excellent service highly efficient.amazing staff  the vaccination system was extremely quick and the 2 metre rule was kept to a high standard ,excellent service highly efficientamazing staff vaccination system extremely quick 2 metre rule kept high standard
482,Lane End Medical Group,2021-01-14,5.0,"Wonderful organisation of vaccine clinic
    ","lane end is not my surgery but i was sent there for my vaccine.  it was brilliantly organised, with welcoming volunteers directing and helping at every part of the process.   i felt welcome and reassured and the health professionals involved were also warm and welcoming.   grateful to the volunteers and the helpful people on the phone and everyone else involved as well as to the gp and nurse involved in the process/
",lane end surgery sent vaccine brilliantly organised welcoming volunteers directing helping every part process felt welcome reassured health professionals involved also warm welcoming grateful volunteers helpful people phone everyone else involved well gp nurse involved process
483,Lane End Medical Group,2021-01-31,5.0,"COVID-19 vaccine
    ","it was very well organised, the medical team were very helpful. i would just like to say a big thank you to everyone concerned with my visit to the practice this afternoon. you are all doing a fantastic job it is very much appreciated.",well organised medical team helpful would like say big thank everyone concerned visit practice afternoon fantastic job much appreciated
484,Lane End Medical Group,2021-01-09,5.0,"My Experience 
    ","i have found that my queries are answered and if appropriate prompt arrangements are made to support my health care.

you are doing a fantastic job delivering covid 19 vaccination in difficulty times.

well done to the whole team for your care and commitment, i’m impressed.",found queries answered appropriate prompt arrangements made support health care fantastic job delivering covid 19 vaccination difficulty times well done whole team care commitment i’m impressed
485,Lane End Medical Group,2021-01-26,4.0,"Efficient servuce
    ","had my covid vaccination on saturday afternoon. very efficient and friendly. as the government are pushing the rule that you are not het covered until after the second vaccination, along with the leaflets about what side effects, patients should’ve been given another leaflets setting this out. this should be given to all patients after the vaccination ",covid vaccination saturday afternoon efficient friendly government pushing rule het covered second vaccination along leaflets side effects patients should’ve given another leaflets setting out given patients vaccination
486,Lane End Medical Group,2021-01-23,5.0,"Excellent COVID vaccination
    ",we arrived on time. there was a short wait handled with humour and care by the volunteers. interactions were delivered in a clear and friendly manner. the vaccination process was efficient and friendly. the volunteers and staff deserves special recognition for their work.,arrived time short wait handled humour care volunteers interactions delivered clear friendly manner vaccination process efficient friendly volunteers staff deserves special recognition work
487,Lane End Medical Group,2021-01-31,5.0,"Covid Jab on 31/01/2021
    ","brilliantly organised within the restrictions of the surgery. all the team were highly motivated, polite, kind, and trying to process patients as quickly as possible. also plenty of marshalls.
the post vaccination holding area, could be under a gazebo or two outside, fenced in so we did not escape prematurely. bit crowded inside.

when i arrived there was a huge queue which once moving moved very quickly. 
everyone was over 65, so we needed a bit of organising. this was done to a very high standard.
thank you.",brilliantly organised within restrictions surgery team highly motivated polite kind trying process patients quickly possible also plenty marshalls post vaccination holding area could gazebo two outside fenced escape prematurely bit crowded inside arrived huge queue moving moved quickly everyone 65 needed bit organising done high standard thank you
488,Lane End Medical Group,2021-01-31,5.0,"COVID-19 Vaccination
    ","excellent service. the whole experience to queuing outside to exit was handled with great professionalism by all the people working on this sunday. i was very impressed by all the people working there as all were incredibly friendly, polite and helpful. a very slick well organised system and all deserve to be proud of their work. thank you.",excellent service whole experience queuing outside exit handled great professionalism people working sunday impressed people working incredibly friendly polite helpful slick well organised system deserve proud work thank you
489,Hazeldene Medical Group Practice,2022-10-25,1.0,"Terriable service - they do not care
    ","only have been with this gp for less than 3 months, and the experience is awful so far. the online consultation form is a gimmick, 3/4 times i get ""go to a&e""/""call 999"" at the end of it. i know i am not sick enough to congest our emergency rooms! they won't book a gp appointment unless you go through this form (which i could not get an appointment for anyway.....). when i got a phone call back, the person on the phone just did not care about me, but rather rushed to hang up. never introduce themselves before the phone call either. i have no idea how to follow up with an appointment - because the receptionist just tells me to fill in another form....... so so so frustrating ",gp less 3 months experience awful far online consultation form gimmick 34 times get go aecall 999 end it know sick enough congest emergency rooms book gp appointment unless go form which could get appointment anyway got phone call back person phone care me rather rushed hang up never introduce phone call either idea follow appointment  receptionist tells fill another form frustrating
490,Hazeldene Medical Group Practice,2022-10-18,2.0,"Receptionist problem
    ","i needed to call the gp to have my prescription to be sent to the chemist as i had run out of my medication for the month. when i reached the receptionist, i could not fully understand her as she was talking very quickly on the phone. when i got the prescription sorted, she quickly wanted to hang up the phone, which made me shout through the phone to prevent the disconnection of the line. this stopped her as i needed to book another appointment. after i booked that appointment, she disconnected the line without asking if there was more or not, which there was. the wait line is long, and it is often hard to contact my gp. the receptionist on the phone did not mention their name, and the intention of her working there did not seem cheerful or willing to be there either.",needed call gp prescription sent chemist run medication month reached receptionist could fully understand talking quickly phone got prescription sorted quickly wanted hang phone made shout phone prevent disconnection line stopped needed book another appointment booked appointment disconnected line without asking not was wait line long often hard contact gp receptionist phone mention name intention working seem cheerful willing either
491,Hazeldene Medical Group Practice,2022-11-05,5.0,"A 360 degree conversation.
    ","i wanted to thank the lovely lady who i have had the pleasure of handling my electronic consult. who was a pharmacist by the way !  i frankly didn’t really know whether my symptoms that were personal to me were worth the bother. i needent have worried. i felt listened to and reassured that there was a definite plan to look at my short term and long term issues. with ready access to blood monitoring by an awesome nurse. i felt like i was treated like a person and was given advice that taught me about my condition and how to look after myself alongside the options i have. this was even texted to me as a helpful reminder. i am looking forward to my next follow up appointment . in addition, i was even informed about the additional health services in my area where i can see doctors pharmacists nurses and emergency dentists in addition to my gp if i ever needed it.  360 degree teamwork and care by a range of professionals in a post pandemic modern nhs.  you are all heroes !",wanted thank lovely lady pleasure handling electronic consult pharmacist way  frankly didn’t really know whether symptoms personal worth bother needent worried felt listened reassured definite plan look short term long term issues ready access blood monitoring awesome nurse felt like treated like person given advice taught condition look alongside options have even texted helpful reminder looking forward next follow appointment  addition even informed additional health services area see doctors pharmacists nurses emergency dentists addition gp ever needed it 360 degree teamwork care range professionals post pandemic modern nhs heroes 
492,Hazeldene Medical Group Practice,2022-10-11,1.0,"Not helpful at all 
    ","spent three weeks trying to call them back after one missed call and their phone is always too busy to even hold the call, when i finally got through after 20 minutes waiting, spoke to someone very difficult to understand, who has no manners and spent a total of 2 minutes on the phone *not* solving my issue and then they cut the call. impossible to get any help, it’s a joke.",spent three weeks trying call back one missed call phone always busy even hold call finally got 20 minutes waiting spoke someone difficult understand manners spent total 2 minutes phone not solving issue cut call impossible get help it’s joke
493,Hazeldene Medical Group Practice,2022-10-24,1.0,"Awful experience 
    ","whenever i have requested medication there has always been a delay or an issue, i was previously left with no testing strips and needles to inject my insulin for 3 days and had to use the same ones as they failed to action my prescription despite using econsult and emailing them. 

i had to write a review this time as this occasion has really upset me.
econsult is not meant to be used for under 6 months but this gp surgery insists that you use it and just put a fake dob to bypass econsults measures. it says on econsults website ‘it is not possible for parents to submit econsults for patients below the age of 6 months for safety reasons – these patients should be seen by a clinician.’ so i’m doing what they tell me to do and used the econsult on this occasion, my son is prone to uti’s because of reflux in his kidneys and takes daily antibiotics, i was told by my sons consultant to request medication from my gp surgery when i run out.
i filled out the econsult on 9/10 and received a text message the next day saying ‘could you please provide us with supporting evidence of the medication you are requesting? a copy of prescription or letter or a picture of the last/most recent box with a valid label on it with your name. you can send via e-mail’ i sent a picture of his medication with his name on it after an hour of receiving the text message.
i still hadn’t received his medication on 19/10 so i decided to call and was told by the receptionist that they require a letter from the hospital to say he needs this on repeat and that’s why there is a delay, why was i not told this earlier? apparently they don’t call patients and it is my job to chase up the missing medication and it’s not their fault that i don’t have a letter, but i gave them what they asked for initially which was a picture. after literally begging as my child needs these daily antibiotics they said a gp would call me, however someone else called me and asked for this letter again, i said i don’t have it yet and could take days for me to chase up my sons consultant, what do i do in between? not give my child medication and let him get a uti and have him readmitted? she didn’t care and said she would hang up the phone as she had just called to ask if i had this letter (didn’t want to help an anxious mother with a premature baby or listen to my worries).
gp eventually called me and was lovely and resolved this within minutes as it was on my sons discharge summary when he was admitted into hospital due to his uti, someone obviously didn’t look properly. my problem is not that they required a letter, i would have got that if they had asked for it initially and not given me an option to send a photo of the medication. it was 9 days later and i had 3 days of medication remaining 
i think the admin team need to have some empathy. 
another point, my twins are now nearly 6 months, they still haven’t had their 16 week immunisations as their appointment has been cancelled twice.",whenever requested medication always delay issue previously left testing strips needles inject insulin 3 days use ones failed action prescription despite using econsult emailing them write review time occasion really upset me econsult meant used 6 months gp surgery insists use put fake dob bypass econsults measures says econsults website ‘it possible parents submit econsults patients age 6 months safety reasons – patients seen clinician’ i’m tell used econsult occasion son prone uti’s reflux kidneys takes daily antibiotics told sons consultant request medication gp surgery run out filled econsult 910 received text message next day saying ‘could please provide us supporting evidence medication requesting copy prescription letter picture lastmost recent box valid label name send via email’ sent picture medication name hour receiving text message still hadn’t received medication 1910 decided call told receptionist require letter hospital say needs repeat that’s delay told earlier apparently don’t call patients job chase missing medication it’s fault don’t letter gave asked initially picture literally begging child needs daily antibiotics said gp would call me however someone else called asked letter again said don’t yet could take days chase sons consultant between give child medication let get uti readmitted didn’t care said would hang phone called ask letter didn’t want help anxious mother premature baby listen worries gp eventually called lovely resolved within minutes sons discharge summary admitted hospital due uti someone obviously didn’t look properly problem required letter would got asked initially given option send photo medication 9 days later 3 days medication remaining think admin team need empathy another point twins nearly 6 months still haven’t 16 week immunisations appointment cancelled twice
494,Hazeldene Medical Group Practice,2022-10-12,5.0,"A great system
    ",i was suitable to make an appointment using my mobile. they took me instantly- no waiting. the staff was super nice. the office is clean and tidy. my healthcare provider is personable and professional. a smooth process. thorough and emotional. a great system.,suitable make appointment using mobile took instantly waiting staff super nice office clean tidy healthcare provider personable professional smooth process thorough emotional great system
495,Hazeldene Medical Group Practice,2022-09-13,1.0,"Disappointed 
    ",received sms doctor will call at 13/09/2022 at 12:55 and still waiting for this call. nobody care about it.,received sms doctor call 13092022 1255 still waiting call nobody care it
496,Hazeldene Medical Group Practice,2022-09-26,1.0,"Worst practice ever
    ","i’ve never seen or heard a worst practice than this. 
first it took me 9 months to be able to get a vaccine due to the lack of organization and communication from the gp. now i need to book an appointment and because i’m cabin crew i can’t always pick up my phone and the lady tells me that she can’t do nothing i have to keep doing the online form and wait for my luck to not be working and be able to pick up the phone. how disappointing, i had 2 chest infections after having covid and my lungs are not the same i need to be seen by a doctor and this is the answer i have: “i can’t do anything about it” 
really sad and disappointed! ",i’ve never seen heard worst practice this first took 9 months able get vaccine due lack organization communication gp need book appointment i’m cabin crew can’t always pick phone lady tells can’t nothing keep online form wait luck working able pick phone disappointing 2 chest infections covid lungs need seen doctor answer have “i can’t anything it” really sad disappointed
497,Hazeldene Medical Group Practice,2022-09-09,1.0,"Very poor practice
    ","never can i get an appointment, have to do an e-consult everytime with the same problem which they did not help me with. 08:00 in the morning, number one in the queue and i have to wait 20 minutes. they do not have the blood test forms ready even they send a message to book an appointment . i have to call the 3rd time for that. 
i am not happy at all it is my health and i want to do the test asap but they do not care just wait ",never get appointment econsult everytime problem help with 0800 morning number one queue wait 20 minutes blood test forms ready even send message book appointment  call 3rd time that happy health want test asap care wait
498,Hazeldene Medical Group Practice,2022-10-12,5.0,"best phone call ever made
    ","i called on behalf of my father to schedule an appointment to see his primary doctor for a check-up, spoke with a very pleasant woman who listened to my story and concerns, she addressed everything very promptly and professionally. not only was this the best phone call ever made in my life, but i also couldn't be happier with the level of service i was provided. she is a viable asset to this staff.",called behalf father schedule appointment see primary doctor checkup spoke pleasant woman listened story concerns addressed everything promptly professionally best phone call ever made life also happier level service provided viable asset staff
499,Hazeldene Medical Group Practice,2022-10-25,1.0,"Terriable service - they do not care
    ","only have been with this gp for less than 3 months, and the experience is awful so far. the online consultation form is a gimmick, 3/4 times i get ""go to a&e""/""call 999"" at the end of it. i know i am not sick enough to congest our emergency rooms! they won't book a gp appointment unless you go through this form (which i could not get an appointment for anyway.....). when i got a phone call back, the person on the phone just did not care about me, but rather rushed to hang up. never introduce themselves before the phone call either. i have no idea how to follow up with an appointment - because the receptionist just tells me to fill in another form....... so so so frustrating ",gp less 3 months experience awful far online consultation form gimmick 34 times get go aecall 999 end it know sick enough congest emergency rooms book gp appointment unless go form which could get appointment anyway got phone call back person phone care me rather rushed hang up never introduce phone call either idea follow appointment  receptionist tells fill another form frustrating
